Date,Last
03/04/2016,169.285 
03/03/2016,176.136 
02/18/2016,179.594 
02/11/2016,196.263 
02/04/2016,157.02 
02/01/2016,156.574 
01/25/2016,145.133 
01/20/2016,153.611 
01/19/2016,131.413 
01/12/2016,145.242 
01/07/2016,132.688 
01/06/2016,139.791 
12/29/2015,128.635 
12/28/2015,138.999 
12/22/2015,135.018 
12/14/2015,137.673 
11/30/2015,142.357 
11/23/2015,139.359 
11/17/2015,134.454 
11/13/2015,132.752 
11/12/2015,132.206 
10/28/2015,144.012 
10/27/2015,151.987 
10/05/2015,157.872 
09/24/2015,147.311 
09/21/2015,144.571 
09/18/2015,151.918 
09/15/2015,153.385 
08/28/2015,154.292 
08/20/2015,164.62 
08/13/2015,156.853 
08/12/2015,168.687 
08/10/2015,151.979 
08/06/2015,149.943 
07/28/2015,155.555 
07/24/2015,161.662 
07/01/2015,138.626 
06/29/2015,159.236 
06/25/2015,144.487 
06/23/2015,155.20 
06/19/2015,147.77 
06/05/2015,116.969 
05/21/2015,125.383 
05/19/2015,117.703 
05/12/2015,104.088 
05/11/2015,95.5393 
05/05/2015,93.2042 
05/04/2015,92.523 
04/29/2015,93.6552 
04/28/2015,102.323 
04/27/2015,105.319 
04/22/2015,95.3804 
04/08/2015,114.936 
04/07/2015,116.248 
03/30/2015,113.48 
03/26/2015,107.587 
03/17/2015,97.928 
03/12/2015,95.6934 
03/10/2015,109.844 
03/06/2015,84.7398 
02/24/2015,109.576 
02/03/2015,137.451 
02/02/2015,145.71 
01/30/2015,150.526 
01/26/2015,155.059 
01/20/2015,158.093 
01/08/2015,148.378 
01/07/2015,158.751 
01/06/2015,147.91 
12/30/2014,138.193 
12/29/2014,141.921 
12/23/2014,143.446 
12/11/2014,144.93 
12/09/2014,145.904 
12/05/2014,139.652 
12/04/2014,152.526 
12/03/2014,140.915 
12/02/2014,150.321 
11/24/2014,138.186 
11/12/2014,139.885 
11/07/2014,149.94 
10/31/2014,140.154 
10/29/2014,141.779 
10/24/2014,151.733 
10/22/2014,153.742 
10/21/2014,155.918 
10/10/2014,150.776 
10/02/2014,135.997 
09/29/2014,133.128 
09/25/2014,132.939 
09/22/2014,112.079 
09/17/2014,111.246 
09/08/2014,116.92 
09/05/2014,114.239 
09/03/2014,120.011 
08/26/2014,119.092 
08/19/2014,120.769 
08/07/2014,124.052 
08/06/2014,114.132 
07/31/2014,121.716 
07/28/2014,118.815 
07/18/2014,116.32 
07/17/2014,120.102 
07/16/2014,110.561 
07/10/2014,115.96 
07/08/2014,110.038 
07/07/2014,105.513 
07/03/2014,99.5072 
06/30/2014,109.479 
06/23/2014,106.103 
06/20/2014,105.959 
06/19/2014,106.339 
