date,Time_to_Maturity,last_value,spread_bps,spread_dec,hazard,s_tau,Q_fit_spline,NS_fit,piecewise_fit
2017-03-23,9.057534246575342,144.491,144.491,0.014449100000000001,0.024081833333333337,0.8040273201157738,0.8070109459367025,0.8065380169336254,0.8040273201157738
2017-03-28,9.043835616438356,142.168,142.168,0.0142168,0.023694666666666666,0.8071137469123697,0.807069883192548,0.8065818223549397,0.8071137469123697
2017-04-05,9.021917808219179,145.992,145.992,0.0145992,0.024332,0.8029030523762074,0.8071644615705165,0.8066523194616821,0.8029030523762074
2017-04-11,9.005479452054795,145.471,145.471,0.0145471,0.02424516666666667,0.8038526078100738,0.8072356224519726,0.8067055245020077,0.8038526078100738
2017-04-26,8.964383561643835,155.449,155.449,0.0155449,0.02590816666666667,0.7927473222414314,0.8074143875000418,0.8068397963196229,0.7927473222414314
2017-05-03,8.945205479452055,155.085,155.085,0.015508500000000001,0.025847500000000002,0.7935718470484037,0.8074982383896094,0.8069030785254057,0.7935718470484037
2017-05-04,8.942465753424658,146.687,146.687,0.014668700000000002,0.024447833333333335,0.8036238943666701,0.8075102395115912,0.8069121514292451,0.8036238943666701
2017-05-18,8.904109589041095,145.696,145.696,0.0145696,0.024282666666666668,0.8055616643928555,0.8076788497158298,0.8070400345385956,0.8055616643928555
2017-06-08,8.846575342465753,146.87,146.87,0.014687,0.024478333333333335,0.8052927362986833,0.8079338799401158,0.8072349184165976,0.8052927362986833
2017-06-09,8.843835616438357,139.573,139.573,0.0139573,0.023262166666666667,0.8140554636959728,0.8079460885763403,0.8072442913989288,0.8140554636959728
2017-06-14,8.830136986301369,142.097,142.097,0.0142097,0.023682833333333334,0.8112957139329253,0.8080072205683062,0.807291284125651,0.8112957139329253
2017-06-20,8.813698630136987,139.905,139.905,0.0139905,0.0233175,0.814229169323017,0.8080807754053081,0.8073479578477141,0.814229169323017
2017-07-25,8.717808219178082,119.209,119.209,0.0119209,0.019868166666666666,0.8409636295065362,0.8085142065392245,0.8076848019507489,0.8409636295065362
2017-08-15,8.66027397260274,130.752,130.752,0.0130752,0.021792000000000002,0.8280144356317768,0.8087779410766684,0.807892147963413,0.8280144356317768
2017-08-22,8.64109589041096,126.876,126.876,0.0126876,0.021146,0.8329975202598723,0.8088664828782579,0.8079621572613549,0.8329975202598723
2017-09-05,8.602739726027398,135.23,135.23,0.013522999999999999,0.02253833333333333,0.8237473455854788,0.8090445300328473,0.8081035379824003,0.8237473455854788
2017-09-15,8.575342465753424,114.549,114.549,0.0114549,0.0190915,0.848982970916779,0.8091725042573252,0.8082056491155559,0.848982970916779
2017-09-19,8.564383561643835,120.055,120.055,0.0120055,0.020009166666666668,0.84251300718277,0.8092238824441069,0.8082467588076335,0.84251300718277
2017-09-21,8.558904109589042,109.579,109.579,0.0109579,0.018263166666666667,0.8552917054759211,0.809249612222961,0.8082673708317307,0.8552917054759211
