date,last_value,spread_bps,spread_dec,hazard,tau_yrs,s_tau
2022-09-26,303.567,303.567,0.0303567,0.0505945,3.9397260273972603,0.8192807412208151
2022-10-12,342.395,342.395,0.0342395,0.057065833333333336,3.8958904109589043,0.8006573246494744
2022-11-09,298.911,298.911,0.0298911,0.0498185,3.819178082191781,0.8267394208362585
2022-11-16,277.629,277.629,0.027762900000000004,0.04627150000000001,3.8,0.838759134621217
2023-01-26,274.988,274.988,0.0274988,0.045831333333333335,3.6054794520547944,0.8476869020970533
2023-02-03,211.1,211.1,0.02111,0.03518333333333334,3.5835616438356164,0.8815428713040053
2023-02-27,215.901,215.901,0.0215901,0.0359835,3.5178082191780824,0.8811009692586926
2023-02-28,190.767,190.767,0.0190767,0.031794499999999996,3.515068493150685,0.8942589922990732
2023-03-01,175.098,175.098,0.017509800000000002,0.029183000000000004,3.5123287671232877,0.9025778876343776
2023-03-06,155.769,155.769,0.015576900000000001,0.025961500000000002,3.4986301369863013,0.9131732235651167
2023-03-15,277.452,277.452,0.0277452,0.046242000000000005,3.473972602739726,0.8515956609957249
2023-03-27,247.131,247.131,0.0247131,0.0411885,3.441095890410959,0.8678524405998882
2023-04-04,230.666,230.666,0.0230666,0.03844433333333334,3.419178082191781,0.8768248496274509
2023-04-11,200.112,200.112,0.0200112,0.033352,3.4,0.8927963282381752
2023-04-17,218.504,218.504,0.0218504,0.036417333333333336,3.3835616438356166,0.8840688875946001
2023-04-19,225.565,225.565,0.0225565,0.03759416666666667,3.378082191780822,0.8807370326628515
2023-04-24,232.317,232.317,0.0232317,0.038719500000000004,3.3643835616438356,0.8778607918730419
2023-05-02,245.78,245.78,0.024578,0.04096333333333333,3.3424657534246576,0.8720412607551891
2023-05-31,218.492,218.492,0.0218492,0.036415333333333334,3.263013698630137,0.8879643070983606
2023-06-05,220.078,220.078,0.0220078,0.03667966666666667,3.249315068493151,0.8876446423578488
2023-06-06,207.092,207.092,0.0207092,0.034515333333333335,3.2465753424657535,0.8939936290851438
2023-06-26,179.049,179.049,0.0179049,0.029841500000000003,3.191780821917808,0.9091478676088797
2023-07-25,161.032,161.032,0.0161032,0.02683866666666667,3.1123287671232878,0.9198627964649517
2023-08-08,172.449,172.449,0.0172449,0.028741500000000003,3.073972602739726,0.9154398822845244
2023-08-14,149.607,149.607,0.0149607,0.024934500000000002,3.0575342465753423,0.9265955693136478
2023-08-24,144.696,144.696,0.014469599999999999,0.024116,3.03013698630137,0.9295313137641855
2023-08-29,139.468,139.468,0.013946799999999999,0.023244666666666667,3.0164383561643837,0.9322855714358694
2023-09-20,155.63,155.63,0.015562999999999999,0.02593833333333333,2.956164383561644,0.9261880592903368
2023-10-25,233.725,233.725,0.0233725,0.03895416666666667,2.8602739726027395,0.8945633212057155
2023-10-30,230.808,230.808,0.0230808,0.038468,2.8465753424657536,0.8962803177771959
2023-11-06,266.667,266.667,0.026666699999999998,0.0444445,2.8273972602739725,0.8819126558441659
2023-11-07,245.724,245.724,0.024572399999999998,0.040954,2.824657534246575,0.8907593082424188
